4910 MOUNTAIN RD	UNINCORPORATED	35023	CREST OVAL MOUNTAIN RD / 15TH STREET RD	NO FIRE COVERAGE	COUNTY NO FD	489	1. HUEYTOWN FD | 2. CONCORD FD | 3. BESSEMER FD | 4. PLEASANT GROVE FD | 5. BRIGHTON FD | 6. EASTERN VALLEY FD | 7. BIRMINGHAM FD | 8. LIPSCOMB FD | 9. MIDFIELD FD | 10. MCCALLA FD | 11. ADGER FD | 12. FAIRFIELD FD | 13. MCADORY FD | 14. SYLVAN SPRINGS FD | 15. HOOVER FD | 16. MINOR FD | 17. BIRMINGPORT FD | 18. MAYTOWN FD | 19. INDIAN FORD FD | 20. MULGA FD | 21. LAKEVIEW FD | 22. ADAMSVILLE FD | 23. HELENA FD | 24. HOMEWOOD FD | 25. ROCKY RIDGE FD | 26. FORESTDALE FD | 27. SHADY GROVE FD | 28. WARRIOR RIVER FD | 29. WEST JEFFERSON FD | 30. GRAYSVILLE FD | 31. MOUNTAIN BROOK FD | 32. BROOKSIDE FD | 33. FULTONDALE FD | 34. TARRANT FD | 35. CARDIFF FD | 36. MOUNT OLIVE FD | 37. GARDENDALE FD | 38. REX LAKE FD | 39. IRONDALE FD | 40. BAGLEY FD | 41. GLENNWOOD FD | 42. CORNER FD | 43. TRUSSVILLE FD | 44. MORRIS FD | 45. PALMERDALE FD | 46. KIMBERLY FD | 47. WARRIOR FD | 48. CANE CREEK FD | 49. COUNTY LINE FD | 50. ARGO FD
4910 NEWBRIDGE BLVD	UNINCORPORATED	35022	VERIFY - CROSS STREETS UNAVAILABLE	MCADORY FD	MCADORY_FD_1	488	1. BESSEMER FD | 2. EASTERN VALLEY FD | 3. HELENA FD | 4. INDIAN FORD FD
4910 PALOS RD	UNINCORPORATED	35062	RED HILL RD / PALOS CIR	WEST JEFFERSON FD	WEST_JEFFERSON_FD	419	1. ADAMSVILLE FD | 2. BIRMINGHAM FD | 3. BAGLEY FD | 4. GRAYSVILLE FD | 5. SHADY GROVE FD | 6. BIRMINGPORT FD
4910 PERIMETER WAY	BESSEMER	35022	MCCALLA RD	BESSEMER FD	BESSEMER_FD	487	1. MCADORY FD | 2. MCCALLA FD | 3. EASTERN VALLEY FD | 4. HUEYTOWN FD | 5. INDIAN FORD FD | 6. HOOVER FD | 7. BIRMINGHAM FD | 8. BRIGHTON FD | 9. LIPSCOMB FD
4910 REYNOLDS LN	VESTAVIA HILLS	35242	REYNOLDS TRL / REYNOLDS CRES	VESTAVIA FD	VESTAVIA_FD	465	1. BIRMINGHAM FD | 2. REX LAKE FD | 3. IRONDALE FD | 4. MOUNTAIN BROOK FD | 5. ROCKY RIDGE FD | 6. HOOVER FD | 7. HOMEWOOD FD
4910 RIDGE PASS	HOOVER	35226	VERIFY - CROSS STREETS UNAVAILABLE	HOOVER FD	HOOVER_FD	487	1. ROCKY RIDGE FD | 2. BESSEMER FD | 3. HELENA FD | 4. BIRMINGHAM FD | 5. INDIAN FORD FD | 6. HOMEWOOD FD | 7. NORTH SHELBY FD | 8. REX LAKE FD
4910 RIDGE WAY	UNINCORPORATED	35023	VALLEY ST / DAVIS RD & DAVIS WAY	NO FIRE COVERAGE	COUNTY NO FD	489	1. HUEYTOWN FD | 2. BESSEMER FD | 3. CONCORD FD | 4. EASTERN VALLEY FD | 5. BRIGHTON FD | 6. BIRMINGHAM FD | 7. MCCALLA FD | 8. LIPSCOMB FD | 9. PLEASANT GROVE FD | 10. MIDFIELD FD | 11. MCADORY FD | 12. ADGER FD | 13. FAIRFIELD FD | 14. SYLVAN SPRINGS FD | 15. HOOVER FD | 16. INDIAN FORD FD | 17. MINOR FD | 18. BIRMINGPORT FD | 19. LAKEVIEW FD | 20. MAYTOWN FD | 21. HELENA FD | 22. HOMEWOOD FD | 23. ADAMSVILLE FD | 24. MULGA FD | 25. ROCKY RIDGE FD | 26. FORESTDALE FD | 27. SHADY GROVE FD | 28. WARRIOR RIVER FD | 29. WEST JEFFERSON FD | 30. MOUNTAIN BROOK FD | 31. GRAYSVILLE FD | 32. BROOKSIDE FD | 33. FULTONDALE FD | 34. TARRANT FD | 35. CARDIFF FD | 36. MOUNT OLIVE FD | 37. REX LAKE FD | 38. GARDENDALE FD | 39. IRONDALE FD | 40. BAGLEY FD | 41. GLENNWOOD FD | 42. CORNER FD | 43. TRUSSVILLE FD | 44. MORRIS FD | 45. PALMERDALE FD | 46. KIMBERLY FD | 47. WARRIOR FD | 48. CANE CREEK FD | 49. COUNTY LINE FD | 50. ARGO FD
4910 RIME VILLAGE DR	HOOVER	35216	VERIFY - CROSS STREETS UNAVAILABLE	HOOVER FD	HOOVER_FD	467	1. ROCKY RIDGE FD | 2. NORTH SHELBY FD | 3. BESSEMER FD | 4. HELENA FD | 5. HOMEWOOD FD | 6. BIRMINGHAM FD | 7. REX LAKE FD | 8. INDIAN FORD FD
4910 STONE MILL RD	MOUNTIAN BROOK	35223	ROCK CREEK TRL / MILL SPRINGS RD	MOUNTAIN FD/BROOK (AUTOMATIC AID)	MOUNTAIN_BROOK_FD	465	1. MOUNTAIN BROOK FD | 2. IRONDALE FD | 3. BIRMINGHAM FD | 4. ROCKY RIDGE FD | 5. HOMEWOOD FD
4910 SUMMER PLACE PKWY	HOOVER	35244	LORNA RD	HOOVER FD	HOOVER_FD	VERIFY - NO BEAT MATCH	1. ROCKY RIDGE FD | 2. HELENA FD | 3. NORTH SHELBY FD | 4. BESSEMER FD | 5. BIRMINGHAM FD | 6. HOMEWOOD FD | 7. INDIAN FORD FD | 8. REX LAKE FD
4910 TWIN PINE CIR	HOOVER	35226	PINE FOREST DR	HOOVER FD	HOOVER_FD	487	1. ROCKY RIDGE FD | 2. BESSEMER FD | 3. HELENA FD | 4. BIRMINGHAM FD | 5. INDIAN FORD FD | 6. HOMEWOOD FD | 7. NORTH SHELBY FD | 8. REX LAKE FD
4910 YONDERHILL DR	UNINCORPORATED	35207	N SMITHFIELD LN / BELMORE LN	NORTH SMITHFIELD FD	N_SMITHFIELD_FD_1	417	1. NORTH SMITHFIELD DEPARTMENT FD | 2. BIRMINGHAM FD
4911 1ST AVE S	BIRMINGHAM	35222	50TH ST S / 49TH ST S	BIRMINGHAM FD	1003	465	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
4911 30TH PL N	BIRMINGHAM	35207	OAK AVE N / PUBLIC ALY	BIRMINGHAM FD	1303	417	1. FULTONDALE FD | 2. NORTH SMITHFIELD DEPARTMENT FD
4911 ABBEY LN	UNINCORPORATED	35223	MILL SPRINGS CIR & MILL SPRINGS RD / NICHOLAS DR		MT BROOK FIRE DUES	465	1. MOUNTAIN BROOK FD | 2. IRONDALE FD | 3. BIRMINGHAM FD | 4. ROCKY RIDGE FD
4911 BRANCHVILLE RD	TRUSSVILLE	35173	BIRDSONG LN / HOUSER DR	TRUSSVILLE FD (STATION 4)	TRUSS_401	444	1. BIRMINGHAM FD
4911 CAHABA RIVER RD	UNINCORPORATED	35243	CAHABA RIVER PARC / COLONY PARK DR & OLD 280 CT		E102_R111	467	1. ROCKY RIDGE FD | 2. BIRMINGHAM FD | 3. HOOVER FD | 4. MOUNTAIN BROOK FD
4911 CALDWELL LN	IRONDALE	35210	CALDWELL RD	IRONDALE FD	IRONDALE_FD	447	1. BIRMINGHAM FD | 2. REX LAKE FD | 3. TRUSSVILLE FD | 4. MOUNTAIN BROOK FD
4911 CHEEK RD	BIRMINGHAM	35207	49TH AVE N / SUMITON CREST ST N	BIRMINGHAM FD	1303	435	1. FULTONDALE FD | 2. NORTH SMITHFIELD DEPARTMENT FD
4911 COSHATT DR	UNINCORPORATED	35244	COSHATT TRL / DARRELL CIR	NORTH SHELBY FD (SHELBY COUNTY)	NORTH_SHELBY_FD	467	1. HOOVER FD | 2. ROCKY RIDGE FD
4911 COURT R	BIRMINGHAM	35208	PUBLIC ALY / 49TH ST	BIRMINGHAM FD	2405	469	1. FAIRFIELD FD | 2. MIDFIELD FD
4911 CRAIG AVE	BIRMINGHAM	35221	50TH ST SW & CRAIG AVE SW	BIRMINGHAM FD	2507	VERIFY - NO BEAT MATCH	1. MIDFIELD FD | 2. LIPSCOMB FD
4911 FARRELL AVE	FAIRFIELD	35064	PUBLIC ALY / 44TH ST & DEBARDELEBEN AVE	FAIRFIELD FD	FAIRFIELD_FD	496	1. BIRMINGHAM FD | 2. MIDFIELD FD
4911 HOLLY LN	GARDENDALE	35071	HOLLY DR / PINEMEADOW DR	GARDENDALE FD	GARDENDALE_FD	435	1. FULTONDALE FD | 2. GLENNWOOD FD | 3. MOUNT OLIVE FD | 4. FORESTDALE FD | 5. BROOKSIDE FD | 6. MORRIS FD
4911 HUNTSVILLE AVE	BRIGHTON	35020	WHITE ST / 49TH ST	BRIGHTON FD	BRIGHTON_FD	490	1. MIDFIELD FD | 2. BIRMINGHAM FD | 3. BESSEMER FD
4911 ISAAC LN	ADAMSVILLE	35005	DORA DR / DEE DR	ADAMSVILLE FD	ADAMSVILLE_FD	415	1. SHADY GROVE FD | 2. GRAYSVILLE FD | 3. MAYTOWN FD | 4. FORESTDALE FD | 5. WEST JEFFERSON FD | 6. MULGA FD | 7. MINOR FD | 8. BROOKSIDE FD | 9. BIRMINGHAM FD
4911 JAYBIRD RD	BRIGHTON	35020	BROWN CIR & CLAY ST / 7TH AVE	BRIGHTON FD	BRIGHTON_FD	490	1. BESSEMER FD | 2. MIDFIELD FD | 3. BIRMINGHAM FD
4911 JIM GOGGANS RD	UNINCORPORATED	35062	KNIGHT DR / CINDY LN	CORNER FD/BAGLEY (AUTOMATIC AID)	BAGLEY_CORNER AA	423	1. BAGLEY FD
4911 LETSON ST	BRIGHTON	35020	PUBLIC ALY / 8TH AVE	BRIGHTON FD	BRIGHTON_FD	490	1. BESSEMER FD | 2. MIDFIELD FD | 3. BIRMINGHAM FD
4911 LOIS ST	UNINCORPORATED	35207	N SMITHFIELD LN	NORTH SMITHFIELD FD	N_SMITHFIELD_FD_1	417	1. NORTH SMITHFIELD DEPARTMENT FD | 2. BIRMINGHAM FD
4911 MELISSA WAY	VESTAVIA HILLS	35243	SUMMIT DR	VESTAVIA FD	VESTAVIA_FD	466	1. MOUNTAIN BROOK FD | 2. ROCKY RIDGE FD | 3. BIRMINGHAM FD | 4. REX LAKE FD | 5. HOMEWOOD FD | 6. IRONDALE FD | 7. HOOVER FD
4911 OLD BIRMINGHAM JASPER HWY	UNINCORPORATED	35062	VERIFY - CROSS STREETS UNAVAILABLE	CORNER FD/BAGLEY (AUTOMATIC AID)	BAGLEY_CORNER AA	423	1. BAGLEY FD
4911 RAILROAD AVE	ADAMSVILLE	35005	SHORT ST / BANKHEAD HWY & SPRING ST	ADAMSVILLE FD	ADAMSVILLE_FD	415	1. GRAYSVILLE FD | 2. FORESTDALE FD | 3. SHADY GROVE FD | 4. BROOKSIDE FD | 5. MULGA FD | 6. MAYTOWN FD | 7. MINOR FD | 8. WEST JEFFERSON FD | 9. BIRMINGHAM FD
4911 RIME VILLAGE DR	HOOVER	35216	VERIFY - CROSS STREETS UNAVAILABLE	HOOVER FD	HOOVER_FD	467	1. ROCKY RIDGE FD | 2. NORTH SHELBY FD | 3. BESSEMER FD | 4. HELENA FD | 5. HOMEWOOD FD | 6. BIRMINGHAM FD | 7. REX LAKE FD | 8. INDIAN FORD FD
4911 ROBERSON DR	UNINCORPORATED	35023	BESSEMER JOHNS RD	NO FIRE COVERAGE	COUNTY NO FD	489	1. HUEYTOWN FD | 2. BESSEMER FD | 3. CONCORD FD | 4. EASTERN VALLEY FD | 5. MCCALLA FD | 6. BRIGHTON FD | 7. BIRMINGHAM FD | 8. LIPSCOMB FD | 9. MCADORY FD | 10. PLEASANT GROVE FD | 11. ADGER FD | 12. MIDFIELD FD | 13. FAIRFIELD FD | 14. HOOVER FD | 15. SYLVAN SPRINGS FD | 16. INDIAN FORD FD | 17. LAKEVIEW FD | 18. HELENA FD | 19. MINOR FD | 20. BIRMINGPORT FD | 21. MAYTOWN FD | 22. ROCKY RIDGE FD | 23. HOMEWOOD FD | 24. ADAMSVILLE FD | 25. MULGA FD | 26. FORESTDALE FD | 27. SHADY GROVE FD | 28. WARRIOR RIVER FD | 29. WEST JEFFERSON FD | 30. MOUNTAIN BROOK FD | 31. GRAYSVILLE FD | 32. BROOKSIDE FD | 33. FULTONDALE FD | 34. TARRANT FD | 35. REX LAKE FD | 36. CARDIFF FD | 37. MOUNT OLIVE FD | 38. GARDENDALE FD | 39. IRONDALE FD | 40. BAGLEY FD | 41. GLENNWOOD FD | 42. CORNER FD | 43. TRUSSVILLE FD | 44. PALMERDALE FD | 45. MORRIS FD | 46. KIMBERLY FD | 47. WARRIOR FD | 48. CANE CREEK FD | 49. COUNTY LINE FD | 50. ARGO FD
4911 SKYLINE RIDGE RD	GARDENDALE	35071	VERIFY - CROSS STREETS UNAVAILABLE	GARDENDALE FD	GARDENDALE_FD	421	1. MOUNT OLIVE FD | 2. FULTONDALE FD | 3. FORESTDALE FD | 4. BROOKSIDE FD | 5. GLENNWOOD FD | 6. MORRIS FD
4911 STONE MILL RD	MOUNTIAN BROOK	35223	ROCK CREEK TRL / MILL SPRINGS RD	MOUNTAIN FD/BROOK (AUTOMATIC AID)	MOUNTAIN_BROOK_FD	465	1. MOUNTAIN BROOK FD | 2. IRONDALE FD | 3. BIRMINGHAM FD | 4. ROCKY RIDGE FD | 5. HOMEWOOD FD
4911 SULPHUR SPRINGS RD	HOOVER	35226	PINEWAY DR / PINE FOREST DR	HOOVER FD	HOOVER_FD	487	1. ROCKY RIDGE FD | 2. BESSEMER FD | 3. HELENA FD | 4. BIRMINGHAM FD | 5. INDIAN FORD FD | 6. HOMEWOOD FD | 7. NORTH SHELBY FD | 8. REX LAKE FD
4911 SUMMER PLACE PKWY	HOOVER	35244	LORNA RD	HOOVER FD	HOOVER_FD	469	1. ROCKY RIDGE FD | 2. HELENA FD | 3. NORTH SHELBY FD | 4. BESSEMER FD | 5. BIRMINGHAM FD | 6. HOMEWOOD FD | 7. INDIAN FORD FD | 8. REX LAKE FD
4911 TWIN PINE CIR	HOOVER	35226	PINE FOREST DR	HOOVER FD	HOOVER_FD	487	1. ROCKY RIDGE FD | 2. BESSEMER FD | 3. HELENA FD | 4. BIRMINGHAM FD | 5. INDIAN FORD FD | 6. HOMEWOOD FD | 7. NORTH SHELBY FD | 8. REX LAKE FD
4912 1ST AVE N	BIRMINGHAM	35212	49TH ST N / 50TH ST N	BIRMINGHAM FD	1211	465	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
4912 2ND AVE N	BIRMINGHAM	35212	50TH ST N / 49TH ST N	BIRMINGHAM FD	1211	465	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
4912 3RD AVE S	BIRMINGHAM	35222	50TH ST S / 49TH ST S	BIRMINGHAM FD	1003	465	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
4912 49TH CT N	BIRMINGHAM	35217	PUBLIC ALY / 41ST ST & 41ST ST N	BIRMINGHAM FD	2302	441	1. TARRANT FD
4912 6TH AVE S	BIRMINGHAM	35222	49TH PL S / 49TH AVE S & 49TH ST S	BIRMINGHAM FD	1003	465	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
4912 7TH AVE	BIRMINGHAM	35224	5TH AVE & PUBLIC ALY / 8TH AVE	BIRMINGHAM FD	1701	415	1. MINOR FD | 2. FAIRFIELD FD | 3. ADAMSVILLE FD | 4. PLEASANT GROVE FD | 5. MULGA FD | 6. MAYTOWN FD | 7. SYLVAN SPRINGS FD | 8. CONCORD FD | 9. BIRMINGPORT FD | 10. WEST JEFFERSON FD
4912 7TH AVE S	BIRMINGHAM	35222	49TH PL S / 49TH ST S & 8TH TER S	BIRMINGHAM FD	1003	465	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
4912 9TH CT N	BIRMINGHAM	35212	PUBLIC ALY / 48TH ST N	BIRMINGHAM FD	0802	465	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
4912 ABBEY LN	UNINCORPORATED	35223	MILL SPRINGS CIR & MILL SPRINGS RD / NICHOLAS DR		MT BROOK FIRE DUES	465	1. MOUNTAIN BROOK FD | 2. IRONDALE FD | 3. BIRMINGHAM FD | 4. ROCKY RIDGE FD
4912 AVENUE I	BIRMINGHAM	35208	VERIFY - CROSS STREETS UNAVAILABLE	BIRMINGHAM FD	2402	469	1. FAIRFIELD FD
4912 AVENUE N	BIRMINGHAM	35208	VERIFY - CROSS STREETS UNAVAILABLE	BIRMINGHAM FD	2402	469	1. FAIRFIELD FD
4912 AVENUE R	BIRMINGHAM	35208	VERIFY - CROSS STREETS UNAVAILABLE	BIRMINGHAM FD	2405	469	1. FAIRFIELD FD | 2. MIDFIELD FD
4912 BRANCH MILL CIR	MOUNTIAN BROOK	35223	BRANCH MILL RD	MOUNTAIN FD/BROOK (AUTOMATIC AID)	MOUNTAIN_BROOK_FD	465	1. MOUNTAIN BROOK FD | 2. IRONDALE FD | 3. BIRMINGHAM FD | 4. ROCKY RIDGE FD | 5. HOMEWOOD FD
4912 BRANDYWOOD DR	MOUNTIAN BROOK	35223	VERIFY - CROSS STREETS UNAVAILABLE	MOUNTAIN FD/BROOK (AUTOMATIC AID)	MOUNTAIN_BROOK_FD	465	1. IRONDALE FD | 2. MOUNTAIN BROOK FD | 3. BIRMINGHAM FD | 4. ROCKY RIDGE FD | 5. HOMEWOOD FD
4912 BRITTAIN ST	BIRMINGHAM	35217	49TH AVE N / PUBLIC ALY	BIRMINGHAM FD	2302	441	1. TARRANT FD
4912 CARNEGIE AVE	FAIRFIELD	35064	PUBLIC ALY / 49TH ST & DEBARDELEBEN AVE	FAIRFIELD FD	FAIRFIELD_FD	496	1. BIRMINGHAM FD | 2. MIDFIELD FD
4912 CHEEK RD	BIRMINGHAM	35207	31ST ST N / 49TH AVE N	BIRMINGHAM FD	1303	435	1. FULTONDALE FD | 2. NORTH SMITHFIELD DEPARTMENT FD
4912 CHESHIRE LN S	UNINCORPORATED	35235	CHESHIRE CIR / CHESHIRE LN N & GRAYSON VALLEY PKWY	CENTER POINT FD/TRUSSVILLE  FD (AUTOMATIC AID - STRUCTURE FIRES ONLY)	CPFD7_AA	447	1. BIRMINGHAM FD
4912 CLAIRMONT AVE	BIRMINGHAM	35222	50TH PL S / LINCREST DR	BIRMINGHAM FD	1007	465	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
4912 COLD HARBOR DR	MOUNTIAN BROOK	35223	MILL SPRINGS RD / ROCK CREEK TRL	MOUNTAIN FD/BROOK (AUTOMATIC AID)	MOUNTAIN_BROOK_FD	465	1. MOUNTAIN BROOK FD | 2. IRONDALE FD | 3. BIRMINGHAM FD | 4. ROCKY RIDGE FD | 5. HOMEWOOD FD
4912 COSHATT DR	UNINCORPORATED	35244	COSHATT TRL / DARRELL CIR	NORTH SHELBY FD (SHELBY COUNTY)	NORTH_SHELBY_FD	467	1. HOOVER FD | 2. ROCKY RIDGE FD
4912 COURT G	FAIRFIELD	35064	48TH ST & LLOYD NOLAND PKWY / 51ST ST	FAIRFIELD FD	FAIRFIELD_FD	494	1. BIRMINGHAM FD | 2. MIDFIELD FD
4912 COURT H	BIRMINGHAM	35208	48TH ST / 51ST ST	BIRMINGHAM FD	2402	469	1. FAIRFIELD FD
4912 COURT I	BIRMINGHAM	35208	50TH ST / 49TH ST	BIRMINGHAM FD	2402	469	1. FAIRFIELD FD
4912 COURT M	BIRMINGHAM	35208	50TH ST / 49TH ST	BIRMINGHAM FD	2402	469	1. FAIRFIELD FD
4912 COURT R	BIRMINGHAM	35208	PUBLIC ALY / 49TH ST	BIRMINGHAM FD	2405	469	1. FAIRFIELD FD | 2. MIDFIELD FD
4912 DEBARDELEBEN AVE	FAIRFIELD	35064	LLOYD NOLAND PKWY / CROSS ST	FAIRFIELD FD	FAIRFIELD_FD	VERIFY - NO BEAT MATCH	1. BIRMINGHAM FD | 2. MIDFIELD FD
4912 DEER FOOT CV	UNINCORPORATED	35126	DEER FOOT DR / DEER FOOT PATH	CENTER POINT FD	CPFD_5	445	1. PALMERDALE FD
4912 ELLEN LN	ADAMSVILLE	35005	DORA DR / DEE DR	ADAMSVILLE FD	ADAMSVILLE_FD	415	1. SHADY GROVE FD | 2. GRAYSVILLE FD | 3. MAYTOWN FD | 4. WEST JEFFERSON FD | 5. FORESTDALE FD | 6. MULGA FD | 7. MINOR FD | 8. BROOKSIDE FD | 9. BIRMINGHAM FD
4912 ELLISON ST N	UNINCORPORATED	35207	ANNIE ST N & MARIANA ST N / MARIANA ST N	NORTH SMITHFIELD FD	N_SMITHFIELD_FD_1	417	1. NORTH SMITHFIELD DEPARTMENT FD | 2. BIRMINGHAM FD
4912 GREAT OAK CIR	UNINCORPORATED	35223	GREAT OAK LN		MT BROOK FIRE DUES	465	1. MOUNTAIN BROOK FD | 2. IRONDALE FD | 3. BIRMINGHAM FD | 4. ROCKY RIDGE FD
4912 GREGG DR	UNINCORPORATED	35111	G AND H RD	MCADORY FD	MCADORY_FD_2	486	1. BESSEMER FD
4912 HAZELWOOD RD	UNINCORPORATED	35005	KINGS DR / BURGUNDY DR	NO FIRE COVERAGE	COUNTY NO FD	415	1. ADAMSVILLE FD | 2. SHADY GROVE FD | 3. GRAYSVILLE FD | 4. FORESTDALE FD | 5. MAYTOWN FD | 6. MULGA FD | 7. WEST JEFFERSON FD | 8. MINOR FD | 9. BROOKSIDE FD | 10. SYLVAN SPRINGS FD | 11. BIRMINGHAM FD | 12. CARDIFF FD | 13. PLEASANT GROVE FD | 14. MOUNT OLIVE FD | 15. BAGLEY FD | 16. GARDENDALE FD | 17. FULTONDALE FD | 18. BIRMINGPORT FD | 19. FAIRFIELD FD | 20. CONCORD FD | 21. HUEYTOWN FD | 22. MIDFIELD FD | 23. BESSEMER FD | 24. BRIGHTON FD | 25. TARRANT FD | 26. CORNER FD | 27. LIPSCOMB FD | 28. HOMEWOOD FD | 29. GLENNWOOD FD | 30. MOUNTAIN BROOK FD | 31. MORRIS FD | 32. HOOVER FD | 33. KIMBERLY FD | 34. ADGER FD | 35. ROCKY RIDGE FD | 36. PALMERDALE FD | 37. WARRIOR RIVER FD | 38. IRONDALE FD | 39. EASTERN VALLEY FD | 40. WARRIOR FD | 41. CANE CREEK FD | 42. MCCALLA FD | 43. REX LAKE FD | 44. MCADORY FD | 45. TRUSSVILLE FD | 46. INDIAN FORD FD | 47. HELENA FD | 48. COUNTY LINE FD | 49. LAKEVIEW FD | 50. ARGO FD
4912 HUNTSVILLE AVE	BRIGHTON	35020	WHITE ST / 49TH ST	BRIGHTON FD	BRIGHTON_FD	490	1. MIDFIELD FD | 2. BIRMINGHAM FD | 3. BESSEMER FD
4912 JAYBIRD RD	BRIGHTON	35020	BROWN CIR & CLAY ST / BETHANY AVE	BRIGHTON FD	BRIGHTON_FD	VERIFY - NO BEAT MATCH	1. BESSEMER FD | 2. MIDFIELD FD | 3. BIRMINGHAM FD
4912 JEFFERSON AVE SW	BIRMINGHAM	35221	49TH ST SW / 50TH ST SW	BIRMINGHAM FD	2507	490	1. MIDFIELD FD | 2. LIPSCOMB FD
4912 LOIS ST	UNINCORPORATED	35207	N SMITHFIELD LN	NORTH SMITHFIELD FD	N_SMITHFIELD_FD_1	417	1. NORTH SMITHFIELD DEPARTMENT FD | 2. BIRMINGHAM FD
4912 MAIN ST	BRIGHTON	35020	OAKMONT ST / SHORT MAIN ST	BRIGHTON FD	BRIGHTON_FD	490	1. MIDFIELD FD | 2. BIRMINGHAM FD | 3. BESSEMER FD
4912 MARYLAND AVE	BIRMINGHAM	35210	GRAINAGE ROW / FERN ST & WOODSIDE DR	BIRMINGHAM FD	2604	465	1. IRONDALE FD
4912 MCCLAIN ST	BRIGHTON	35020	7TH AVE / CLAY ST	BRIGHTON FD	BRIGHTON_FD	490	1. BESSEMER FD | 2. MIDFIELD FD | 3. BIRMINGHAM FD
4912 MERCEDES CIR	BESSEMER	35022	CARRIAGE HILLS DR	BESSEMER FD	BESSEMER_FD	487	1. MCCALLA FD | 2. EASTERN VALLEY FD | 3. MCADORY FD | 4. HUEYTOWN FD | 5. INDIAN FORD FD | 6. BIRMINGHAM FD | 7. HOOVER FD | 8. BRIGHTON FD | 9. LIPSCOMB FD
4912 MESSER AIRPORT HWY	BIRMINGHAM	35212	49TH ST N & 9TH AVE N / 50TH ST N	BIRMINGHAM FD	0802	465	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
4912 MOUNT OLIVE RD	UNINCORPORATED	35071	PUBLIC ALY / OLD MOUNT OLIVE RD	MOUNT OLIVE FD	MOFD_1	421	1. CORNER FD | 2. GARDENDALE FD | 3. KIMBERLY FD | 4. BROOKSIDE FD | 5. FORESTDALE FD
4912 NOTTINGHAM LN	UNINCORPORATED	35223	MILL SPRINGS RD & WOODHAVEN RD / GREAT OAK LN	NO FIRE COVERAGE	COUNTY NO FD	465	1. MOUNTAIN BROOK FD | 2. IRONDALE FD | 3. REX LAKE FD | 4. BIRMINGHAM FD | 5. ROCKY RIDGE FD | 6. HOMEWOOD FD | 7. HOOVER FD | 8. TARRANT FD | 9. TRUSSVILLE FD | 10. FULTONDALE FD | 11. GARDENDALE FD | 12. FORESTDALE FD | 13. GLENNWOOD FD | 14. MINOR FD | 15. MIDFIELD FD | 16. FAIRFIELD FD | 17. BESSEMER FD | 18. ADAMSVILLE FD | 19. BROOKSIDE FD | 20. MOUNT OLIVE FD | 21. LIPSCOMB FD | 22. PALMERDALE FD | 23. BRIGHTON FD | 24. HELENA FD | 25. PLEASANT GROVE FD | 26. GRAYSVILLE FD | 27. HUEYTOWN FD | 28. MULGA FD | 29. ARGO FD | 30. CARDIFF FD | 31. MORRIS FD | 32. INDIAN FORD FD | 33. MAYTOWN FD | 34. EASTERN VALLEY FD | 35. SHADY GROVE FD | 36. SYLVAN SPRINGS FD | 37. KIMBERLY FD | 38. CONCORD FD | 39. MCADORY FD | 40. WEST JEFFERSON FD | 41. BAGLEY FD | 42. CORNER FD | 43. MCCALLA FD | 44. WARRIOR FD | 45. BIRMINGPORT FD | 46. COUNTY LINE FD | 47. CANE CREEK FD | 48. ADGER FD | 49. LAKEVIEW FD | 50. WARRIOR RIVER FD
4912 OLD BIRMINGHAM JASPER HWY	UNINCORPORATED	35062	VERIFY - CROSS STREETS UNAVAILABLE	CORNER FD/BAGLEY (AUTOMATIC AID)	BAGLEY_CORNER AA	423	1. BAGLEY FD
4912 OLD LEEDS RD	MOUNTIAN BROOK	35213	VERIFY - CROSS STREETS UNAVAILABLE	MOUNTAIN FD/BROOK (AUTOMATIC AID)	MOUNTAIN_BROOK_FD	465	1. MOUNTAIN BROOK FD | 2. IRONDALE FD | 3. BIRMINGHAM FD | 4. ROCKY RIDGE FD | 5. HOMEWOOD FD
4912 PARK AVE	ADAMSVILLE	35005	GLASGOW AVE & TILSON RD / GLASGOW AVE & SPRING ST	ADAMSVILLE FD	ADAMSVILLE_FD	415	1. GRAYSVILLE FD | 2. SHADY GROVE FD | 3. FORESTDALE FD | 4. MULGA FD | 5. MAYTOWN FD | 6. BROOKSIDE FD | 7. WEST JEFFERSON FD | 8. MINOR FD | 9. BIRMINGHAM FD
4912 PARK AVE SW	BIRMINGHAM	35221	50TH ST SW & MARGARET AVE / 49TH ST SW	BIRMINGHAM FD	2507	490	1. MIDFIELD FD | 2. LIPSCOMB FD
