4701 6TH AVE	BIRMINGHAM	35224	KNOXVILLE ST / PUBLIC ALY	BIRMINGHAM FD	1701	415	1. MINOR FD | 2. FAIRFIELD FD | 3. ADAMSVILLE FD | 4. PLEASANT GROVE FD | 5. MULGA FD | 6. MAYTOWN FD | 7. SYLVAN SPRINGS FD | 8. CONCORD FD | 9. BIRMINGPORT FD | 10. WEST JEFFERSON FD
4701 6TH AVE S	BIRMINGHAM	35222	47TH PL S / 48TH ST S	BIRMINGHAM FD	1007	465	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
4701 73RD ST N	BIRMINGHAM	35206	47TH AVE N / 48TH AVE N	BIRMINGHAM FD	1908	441	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
4701 74TH PL N	BIRMINGHAM	35206	47TH AVE N / 47TH PL N & 48TH AVE N	BIRMINGHAM FD	1908	441	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
4701 74TH ST N	BIRMINGHAM	35206	47TH AVE N / 48TH AVE N	BIRMINGHAM FD	1908	441	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
4701 7TH CT S	BIRMINGHAM	35222	47TH ST S / 47TH AVE S	BIRMINGHAM FD	1007	465	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
4701 8TH AVE	BIRMINGHAM	35224	KNOXVILLE ST / LEXINGTON ST & MICHIGAN AVE	BIRMINGHAM FD	1701	415	1. MINOR FD | 2. FAIRFIELD FD | 3. ADAMSVILLE FD | 4. PLEASANT GROVE FD | 5. MULGA FD | 6. MAYTOWN FD | 7. SYLVAN SPRINGS FD | 8. CONCORD FD | 9. BIRMINGPORT FD | 10. WEST JEFFERSON FD
4701 8TH AVE S	BIRMINGHAM	35222	47TH ST S / 47TH PL S	BIRMINGHAM FD	1007	465	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
4701 9TH AVE	BIRMINGHAM	35224	KNOXVILLE ST / PUBLIC ALY	BIRMINGHAM FD	1701	415	1. MINOR FD | 2. FAIRFIELD FD | 3. PLEASANT GROVE FD | 4. ADAMSVILLE FD | 5. MULGA FD | 6. MAYTOWN FD | 7. SYLVAN SPRINGS FD | 8. CONCORD FD | 9. BIRMINGPORT FD | 10. WEST JEFFERSON FD
4701 9TH AVE S	BIRMINGHAM	35222	47TH ST S / 47TH PL S	BIRMINGHAM FD	1007	465	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
4701 9TH TER N	BIRMINGHAM	35212	47TH DR N & 47TH ST N / 47TH ST N	BIRMINGHAM FD	0802	465	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
4701 ALTON CT	IRONDALE	35210	ALTON RD	IRONDALE FD	IRONDALE_FD	447	1. BIRMINGHAM FD | 2. REX LAKE FD | 3. MOUNTAIN BROOK FD | 4. TRUSSVILLE FD
4701 ARDEN WAY	HOOVER	35244	VERIFY - CROSS STREETS UNAVAILABLE	HOOVER FD	HOOVER_FD	487	1. BESSEMER FD | 2. ROCKY RIDGE FD | 3. BIRMINGHAM FD | 4. INDIAN FORD FD | 5. HELENA FD | 6. HOMEWOOD FD | 7. NORTH SHELBY FD | 8. REX LAKE FD
4701 AVENUE I	BIRMINGHAM	35208	VERIFY - CROSS STREETS UNAVAILABLE	BIRMINGHAM FD	2402	469	1. FAIRFIELD FD
4701 AVENUE R	BIRMINGHAM	35208	VERIFY - CROSS STREETS UNAVAILABLE	BIRMINGHAM FD	2405	469	1. FAIRFIELD FD | 2. MIDFIELD FD
4701 AVENUE S	BIRMINGHAM	35208	VERIFY - CROSS STREETS UNAVAILABLE	BIRMINGHAM FD	2401	469	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
4701 AVENUE V	BIRMINGHAM	35208	VERIFY - CROSS STREETS UNAVAILABLE	BIRMINGHAM FD	2009	469	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
4701 BOULDER DR	TRUSSVILLE	35173	CHALKVILLE RD N / STONEGATE LN	TRUSSVILLE FD (STATION 1)	TRUSS_104	444	1. BIRMINGHAM FD | 2. IRONDALE FD
4701 BRADLEY CIR	TRUSSVILLE		VERIFY - CROSS STREETS UNAVAILABLE	TRUSSVILLE FD (STATION 3)	TRUSS_301	444	1. ARGO FD
4701 BRIDGEWATER RD	UNINCORPORATED	35243	SHADY WATERS LN / PAHOKEE TRCE		E102_R111	467	1. ROCKY RIDGE FD | 2. HOOVER FD | 3. BIRMINGHAM FD | 4. MOUNTAIN BROOK FD
4701 CAHABA VIEW DR	IRONDALE	35210	VERIFY - CROSS STREETS UNAVAILABLE	IRONDALE FD	IRONDALE_FD	465	1. REX LAKE FD | 2. BIRMINGHAM FD | 3. MOUNTAIN BROOK FD | 4. TRUSSVILLE FD
4701 CALDWELL MILL RD	UNINCORPORATED	35243	SHADY WATERS LN / FIVE OAKS LN		E102_R111	467	1. ROCKY RIDGE FD | 2. HOOVER FD | 3. BIRMINGHAM FD | 4. MOUNTAIN BROOK FD
4701 CAMPBELL DR	IRONDALE	35210	HAMBY AVE	IRONDALE FD	IRONDALE_FD	447	1. BIRMINGHAM FD | 2. REX LAKE FD | 3. MOUNTAIN BROOK FD | 4. TRUSSVILLE FD
4701 CHESHIRE CIR	UNINCORPORATED	35235	CHESHIRE LN S / CHESHIRE CT	CENTER POINT FD/TRUSSVILLE  FD (AUTOMATIC AID - STRUCTURE FIRES ONLY)	CPFD7_AA	447	1. BIRMINGHAM FD
4701 CHRISTIE LN	UNINCORPORATED	35216	CHRISTIE CIR / OLD ROCKY RIDGE RD	ROCKY RIDGE FD (STATION 1)	RRST1_A	467	1. HOOVER FD | 2. NORTH SHELBY FD
4701 CIRCLE LN	GARDENDALE	35071	LANE DR / LENOX RD	GARDENDALE FD	GARDENDALE_FD	421	1. MOUNT OLIVE FD | 2. FULTONDALE FD | 3. BROOKSIDE FD | 4. FORESTDALE FD | 5. GLENNWOOD FD | 6. MORRIS FD
4701 COTSWOLD LN	BIRMINGHAM	35242	AMBERLY DR / BIBURY CIR	BIRMINGHAM FD	3201	VERIFY - NO BEAT MATCH	1. REX LAKE FD | 2. ROCKY RIDGE FD | 3. IRONDALE FD | 4. HOOVER FD
4701 COURT S	BIRMINGHAM	35208	47TH ST / PUBLIC ALY	BIRMINGHAM FD	2401	469	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
4701 CRESTVIEW DR	GARDENDALE	35071	NORTHRIDGE DR & SPRINGDALE DR / SHADYVIEW CIR	GARDENDALE FD	GARDENDALE_FD	421	1. MOUNT OLIVE FD | 2. BROOKSIDE FD | 3. FULTONDALE FD | 4. FORESTDALE FD | 5. GLENNWOOD FD | 6. MORRIS FD
4701 CYNDELL DR	UNINCORPORATED	35126	MARSH MOUNTAIN RD	PALMERDALE FD (STATION 2)	PFD_1	443	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
4701 EVERLEE PKWY	HOOVER	35244	VERIFY - CROSS STREETS UNAVAILABLE	HOOVER FD	HOOVER_FD	VERIFY - NO BEAT MATCH	1. BESSEMER FD | 2. ROCKY RIDGE FD | 3. BIRMINGHAM FD | 4. INDIAN FORD FD | 5. HELENA FD | 6. HOMEWOOD FD | 7. NORTH SHELBY FD | 8. REX LAKE FD
4701 GARDENIA TRCE	GARDENDALE	35071	GARDENIA TER	GARDENDALE FD	GARDENDALE_FD	421	1. MOUNT OLIVE FD | 2. BROOKSIDE FD | 3. FORESTDALE FD | 4. FULTONDALE FD | 5. GLENNWOOD FD | 6. MORRIS FD
4701 GREEN CREST DR	UNINCORPORATED	35215	SWEENEY HOLLOW RD	CENTER POINT FD	CPFD_8	440	1. BIRMINGHAM FD
4701 HAZELWOOD RD	UNINCORPORATED	35005	CLOVER DR / ADAMS AVE	NO FIRE COVERAGE	COUNTY NO FD	VERIFY - NO BEAT MATCH	1. ADAMSVILLE FD | 2. FORESTDALE FD | 3. SHADY GROVE FD | 4. GRAYSVILLE FD | 5. MULGA FD | 6. MINOR FD | 7. MAYTOWN FD | 8. BROOKSIDE FD | 9. BIRMINGHAM FD | 10. WEST JEFFERSON FD | 11. SYLVAN SPRINGS FD | 12. PLEASANT GROVE FD | 13. CARDIFF FD | 14. MOUNT OLIVE FD | 15. FULTONDALE FD | 16. GARDENDALE FD | 17. BAGLEY FD | 18. FAIRFIELD FD | 19. BIRMINGPORT FD | 20. CONCORD FD | 21. HUEYTOWN FD | 22. MIDFIELD FD | 23. BESSEMER FD | 24. BRIGHTON FD | 25. TARRANT FD | 26. CORNER FD | 27. LIPSCOMB FD | 28. HOMEWOOD FD | 29. GLENNWOOD FD | 30. MOUNTAIN BROOK FD | 31. HOOVER FD | 32. MORRIS FD | 33. ROCKY RIDGE FD | 34. ADGER FD | 35. KIMBERLY FD | 36. PALMERDALE FD | 37. IRONDALE FD | 38. EASTERN VALLEY FD | 39. WARRIOR RIVER FD | 40. WARRIOR FD | 41. CANE CREEK FD | 42. MCCALLA FD | 43. REX LAKE FD | 44. MCADORY FD | 45. TRUSSVILLE FD | 46. INDIAN FORD FD | 47. HELENA FD | 48. COUNTY LINE FD | 49. LAKEVIEW FD | 50. ARGO FD
4701 HUNTSVILLE AVE	BRIGHTON	35020	PUBLIC ALY / 48TH ST & GROVE AVE	BRIGHTON FD	BRIGHTON_FD	490	1. MIDFIELD FD | 2. BIRMINGHAM FD | 3. BESSEMER FD
4701 JEFFERSON AVE SW	BIRMINGHAM	35221	47TH ST SW / 48TH ST SW	BIRMINGHAM FD	2507	490	1. MIDFIELD FD | 2. LIPSCOMB FD
4701 JOHNS CUT OFF RD	UNINCORPORATED	35006	CHURCH ST / PUBLIC ALY	ADGER FD	AFD	489	1. HUEYTOWN FD
4701 KINGSTON AVE	BIRMINGHAM	35212	47TH ST N & 47TH WAY N / 47TH ST N	BIRMINGHAM FD	0802	465	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
4701 LACEY CHAPEL LOOP RD	BESSEMER	35022	WALKER RD / TRAMMELL TRL	BESSEMER FD	BESSEMER_FD	487	1. BIRMINGHAM FD | 2. HOOVER FD | 3. EASTERN VALLEY FD | 4. MCADORY FD | 5. INDIAN FORD FD | 6. LIPSCOMB FD | 7. BRIGHTON FD | 8. HUEYTOWN FD | 9. MCCALLA FD
4701 LANE C	UNINCORPORATED	35020	LANE D & PEACHTREE ST & UNNAMED RD / PALMER AVE	NO FIRE COVERAGE	COUNTY NO FD	490	1. BRIGHTON FD | 2. MIDFIELD FD | 3. BIRMINGHAM FD | 4. FAIRFIELD FD | 5. BESSEMER FD | 6. LIPSCOMB FD | 7. HUEYTOWN FD | 8. PLEASANT GROVE FD | 9. HOOVER FD | 10. MINOR FD | 11. CONCORD FD | 12. HOMEWOOD FD | 13. EASTERN VALLEY FD | 14. ADAMSVILLE FD | 15. SYLVAN SPRINGS FD | 16. ROCKY RIDGE FD | 17. FORESTDALE FD | 18. MULGA FD | 19. MAYTOWN FD | 20. MCADORY FD | 21. MCCALLA FD | 22. INDIAN FORD FD | 23. BIRMINGPORT FD | 24. ADGER FD | 25. MOUNTAIN BROOK FD | 26. SHADY GROVE FD | 27. HELENA FD | 28. BROOKSIDE FD | 29. FULTONDALE FD | 30. TARRANT FD | 31. GRAYSVILLE FD | 32. WEST JEFFERSON FD | 33. LAKEVIEW FD | 34. REX LAKE FD | 35. IRONDALE FD | 36. MOUNT OLIVE FD | 37. GARDENDALE FD | 38. CARDIFF FD | 39. WARRIOR RIVER FD | 40. BAGLEY FD | 41. GLENNWOOD FD | 42. TRUSSVILLE FD | 43. CORNER FD | 44. PALMERDALE FD | 45. MORRIS FD | 46. KIMBERLY FD | 47. WARRIOR FD | 48. CANE CREEK FD | 49. COUNTY LINE FD | 50. ARGO FD
4701 LEWISBURG RD	BIRMINGHAM	35207	47TH AVE N / 48TH AVE N	BIRMINGHAM FD	1303	417	1. NORTH SMITHFIELD DEPARTMENT FD | 2. FULTONDALE FD
4701 LONGMEADOW DR	UNINCORPORATED	35022	LETSON FARM TRL & LONG MEADOW DR / MOUNTAINVIEW TRCE	MCADORY FD	MCADORY_FD_1	486	1. BESSEMER FD | 2. EASTERN VALLEY FD | 3. HELENA FD | 4. INDIAN FORD FD
4701 LONGWOOD CIR	GARDENDALE	35071	FIELDSTOWN RD / LENORA DR	GARDENDALE FD	GARDENDALE_FD	421	1. MOUNT OLIVE FD | 2. BROOKSIDE FD | 3. FORESTDALE FD | 4. FULTONDALE FD | 5. GLENNWOOD FD | 6. MORRIS FD
4701 MCCLAIN ST	BRIGHTON	35020	PUBLIC ALY / 6TH AVE	BRIGHTON FD	BRIGHTON_FD	490	1. BESSEMER FD | 2. MIDFIELD FD | 3. BIRMINGHAM FD
4701 MEADOW CIR	UNINCORPORATED	35062	MEADOW LN	CORNER FD/BAGLEY (AUTOMATIC AID)	BAGLEY_CORNER AA	423	1. BAGLEY FD
4701 MEADOW LN	UNINCORPORATED	35062	MEADOW CIR / BAGLEY RD	CORNER FD/BAGLEY (AUTOMATIC AID)	BAGLEY_CORNER AA	423	1. BAGLEY FD
4701 MELISSA WAY	VESTAVIA HILLS	35243	SUMMIT DR	VESTAVIA FD	VESTAVIA_FD	466	1. MOUNTAIN BROOK FD | 2. ROCKY RIDGE FD | 3. BIRMINGHAM FD | 4. REX LAKE FD | 5. HOMEWOOD FD | 6. IRONDALE FD | 7. HOOVER FD
4701 MISTY RIDGE CIR	TRUSSVILLE	35235	MISTY RIDGE DR / GARY MAC DR	TRUSSVILLE FD (STATION 4)	TRUSS_401	444	1. BIRMINGHAM FD
4701 NEWBRIDGE CIR	UNINCORPORATED	35022	VERIFY - CROSS STREETS UNAVAILABLE	MCADORY FD	MCADORY_FD_1	488	1. BESSEMER FD | 2. EASTERN VALLEY FD | 3. HELENA FD | 4. INDIAN FORD FD
4701 NOTTINGHAM LN	UNINCORPORATED	35223	MILL SPRINGS RD / GREAT OAK LN		MT BROOK FIRE DUES	465	1. MOUNTAIN BROOK FD | 2. IRONDALE FD | 3. BIRMINGHAM FD | 4. ROCKY RIDGE FD
4701 OLD LEEDS RD	UNINCORPORATED	35213	VERIFY - CROSS STREETS UNAVAILABLE	NO FIRE COVERAGE	COUNTY NO FD	465	1. MOUNTAIN BROOK FD | 2. IRONDALE FD | 3. BIRMINGHAM FD | 4. REX LAKE FD | 5. ROCKY RIDGE FD | 6. HOMEWOOD FD | 7. TARRANT FD | 8. HOOVER FD | 9. TRUSSVILLE FD | 10. FULTONDALE FD | 11. GARDENDALE FD | 12. FORESTDALE FD | 13. GLENNWOOD FD | 14. MINOR FD | 15. FAIRFIELD FD | 16. MIDFIELD FD | 17. ADAMSVILLE FD | 18. BROOKSIDE FD | 19. MOUNT OLIVE FD | 20. BESSEMER FD | 21. LIPSCOMB FD | 22. PALMERDALE FD | 23. BRIGHTON FD | 24. PLEASANT GROVE FD | 25. HELENA FD | 26. GRAYSVILLE FD | 27. HUEYTOWN FD | 28. MULGA FD | 29. ARGO FD | 30. CARDIFF FD | 31. MORRIS FD | 32. MAYTOWN FD | 33. INDIAN FORD FD | 34. SHADY GROVE FD | 35. EASTERN VALLEY FD | 36. SYLVAN SPRINGS FD | 37. KIMBERLY FD | 38. CONCORD FD | 39. MCADORY FD | 40. WEST JEFFERSON FD | 41. BAGLEY FD | 42. CORNER FD | 43. WARRIOR FD | 44. BIRMINGPORT FD | 45. MCCALLA FD | 46. COUNTY LINE FD | 47. CANE CREEK FD | 48. ADGER FD | 49. LAKEVIEW FD | 50. WARRIOR RIVER FD
4701 OVERWOOD CIR	BIRMINGHAM	35222	LINCREST DR & OVERWOOD RD	BIRMINGHAM FD	1007	465	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
4701 PARK AVE SW	BIRMINGHAM	35221	47TH ST SW / 48TH ST SW	BIRMINGHAM FD	2507	490	1. MIDFIELD FD | 2. LIPSCOMB FD
4701 PINSON BLVD	PINSON	35126	HIGHWAY 151 & HIGHWAY 75 N / CENTERPOINT RD & HIGHWAY 151	CENTER POINT FD	CPFD_3	445	1. PALMERDALE FD | 2. BIRMINGHAM FD | 3. GLENNWOOD FD | 4. FULTONDALE FD
4701 PLYMOUTH AVE	ADAMSVILLE	35005	GARTH DR / PUBLIC ALY	ADAMSVILLE FD	ADAMSVILLE_FD	415	1. GRAYSVILLE FD | 2. FORESTDALE FD | 3. SHADY GROVE FD | 4. BROOKSIDE FD | 5. MULGA FD | 6. MINOR FD | 7. MAYTOWN FD | 8. WEST JEFFERSON FD | 9. BIRMINGHAM FD
4701 QUARTER STAFF RD	UNINCORPORATED	35223	NOTTINGHAM LN / MILL SPRINGS RD		MT BROOK FIRE DUES	465	1. MOUNTAIN BROOK FD | 2. BIRMINGHAM FD | 3. IRONDALE FD | 4. ROCKY RIDGE FD
4701 RENWOOD DR	CLAY	35126	OLD SPRINGVILLE RD	CENTER POINT FD	CPFD_7	448	1. TRUSSVILLE FD | 2. BIRMINGHAM FD
4701 RICHARD ARRINGTON JR BLVD N	BIRMINGHAM	35212	47TH ST N / PUBLIC ALY	BIRMINGHAM FD	0802	465	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
4701 RIME VILLAGE DR	HOOVER	35216	VERIFY - CROSS STREETS UNAVAILABLE	HOOVER FD	HOOVER_FD	467	1. ROCKY RIDGE FD | 2. NORTH SHELBY FD | 3. BESSEMER FD | 4. HELENA FD | 5. HOMEWOOD FD | 6. BIRMINGHAM FD | 7. REX LAKE FD | 8. INDIAN FORD FD
4701 RIVERBEND CIR	TRUSSVILLE	35173	HAPPY HOLLOW RD	TRUSSVILLE FD (STATION 4)	TRUSS_401	444	1. BIRMINGHAM FD
4701 ROSSER FARMS PKWY	UNINCORPORATED	35022	MEADOWS RIDGE TRL / ROSSER FARMS DR	EASTERN VALLEY FD	EVFD_1	487	1. MCADORY FD | 2. BESSEMER FD
4701 ROUND FOREST DR	IRONDALE	35213	STONEWALL DR / ROUND FOREST CIR	IRONDALE FD	IRONDALE_FD	465	1. MOUNTAIN BROOK FD | 2. BIRMINGHAM FD | 3. REX LAKE FD | 4. TRUSSVILLE FD
4701 S SHADES CREST RD	UNINCORPORATED	35022	GLEN GATE DR / ASBURY CIR	HELENA FD (SHELBY COUNTY)	HELENA_FD	VERIFY - NO BEAT MATCH	1. INDIAN FORD FD | 2. HOOVER FD | 3. MCADORY FD | 4. BESSEMER FD
4701 SEALY ANN MOUNTAIN RD	UNINCORPORATED	35006	GROUND HOG RD & GROUNDHOG RD	ANTIOCH FD	ANTIOCH FD	VERIFY - NO BEAT MATCH	1. CONCORD FD | 2. ADGER FD
4701 SEMINOLE CIR	UNINCORPORATED	35243	CAHAWBA TRL / RIDGEWOOD AVE		E102_R111	467	1. ROCKY RIDGE FD | 2. HOOVER FD | 3. BIRMINGHAM FD | 4. MOUNTAIN BROOK FD
4701 SICARD HOLLOW RD	UNINCORPORATED		COTSWOLD DR N / COTSWOLD DR S	REX LAKE FD (SHELBY COUNTY)	REX_LAKE_FD	465	1. BIRMINGHAM FD | 2. IRONDALE FD | 3. HOOVER FD
4701 SYLVANER LN	UNINCORPORATED	35244	BURGUNDY DR / WINE RIDGE DR	NORTH SHELBY FD (SHELBY COUNTY)	NORTH_SHELBY_FD	467	1. HOOVER FD | 2. ROCKY RIDGE FD
4701 TERRACE Q	BIRMINGHAM	35208	47TH ST / 48TH ST & 48TH ST W	BIRMINGHAM FD	2405	469	1. FAIRFIELD FD | 2. MIDFIELD FD
4701 TERRACE R	BIRMINGHAM	35208	47TH ST / PUBLIC ALY	BIRMINGHAM FD	2401	469	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
4701 TERRACE S	BIRMINGHAM	35208	47TH ST / PUBLIC ALY	BIRMINGHAM FD	2401	469	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
4701 THORNHILL RD	GARDENDALE	35071	BROOKLINE RD / CROSSOVER DR	GARDENDALE FD	GARDENDALE_FD	421	1. MOUNT OLIVE FD | 2. BROOKSIDE FD | 3. FORESTDALE FD | 4. FULTONDALE FD | 5. GLENNWOOD FD | 6. MORRIS FD
4701 TREE CROSSING PKWY	HOOVER	35244	JOHN HAWKINS PKWY / JOHN HAWKINS PKWY & TRACE CROSSINGS DR	HOOVER FD	HOOVER_FD	487	1. ROCKY RIDGE FD | 2. BESSEMER FD | 3. HELENA FD | 4. INDIAN FORD FD | 5. BIRMINGHAM FD | 6. NORTH SHELBY FD | 7. HOMEWOOD FD | 8. REX LAKE FD
4701 TRIMBLE HILL RD	BOOKSIDE	35073	TRIMBLE HILL DR / BROOKSIDE CARDIFF RD & MAIN ST	BOOKSIDE FD	BROOKSIDE_FD_1	422	1. BROOKSIDE FD | 2. CARDIFF FD | 3. GRAYSVILLE FD | 4. ADAMSVILLE FD | 5. MOUNT OLIVE FD | 6. FORESTDALE FD | 7. BIRMINGHAM FD | 8. GARDENDALE FD
4701 TURNER DR	CLAY	35215	CURTIS DR / WAYNE CIR	CENTER POINT FD	CPFD_7	448	1. TRUSSVILLE FD | 2. BIRMINGHAM FD
4701 TYLER ST	UNINCORPORATED	35207	48TH AVE N / PUBLIC ALY	NORTH SMITHFIELD FD	N_SMITHFIELD_FD_1	417	1. BIRMINGHAM FD | 2. NORTH SMITHFIELD DEPARTMENT FD
4701 VINES AVE	BRIGHTON	35020	47TH ST & PUBLIC ALY / PUBLIC ALY	BRIGHTON FD	BRIGHTON_FD	490	1. MIDFIELD FD | 2. BIRMINGHAM FD | 3. BESSEMER FD
4701 VINTAGE LN	UNINCORPORATED	35244	CHABLIS WAY / WINE RIDGE DR	NORTH SHELBY FD (SHELBY COUNTY)	NORTH_SHELBY_FD	467	1. ROCKY RIDGE FD | 2. HOOVER FD
4701 WOODS RD	UNINCORPORATED	35006	LAVENDER RD / THOMAS DR	NORTH JOHNS FD	NORTH JOHNS FIRE	489	1. ADGER FD
4702 44TH ST N	BIRMINGHAM	35217	PUBLIC ALY / ATLANTA AVE	BIRMINGHAM FD	2302	441	1. TARRANT FD
4702 5TH AVE S	BIRMINGHAM	35222	47TH ST S & CRESTWOOD BLVD / CRESTWOOD BLVD	BIRMINGHAM FD	1003	465	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
4702 7TH CT S	BIRMINGHAM	35222	47TH ST S / 47TH AVE S	BIRMINGHAM FD	1007	465	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
4702 BRIDGEWATER RD	UNINCORPORATED	35243	SHADY WATERS LN / PAHOKEE TRCE		E102_R111	467	1. ROCKY RIDGE FD | 2. HOOVER FD | 3. BIRMINGHAM FD | 4. MOUNTAIN BROOK FD
4702 BROOK CREST LN	PINSON	35126	BROOK CREST WAY / ASHBERRY DR	PALMERDALE FD (STATION 2)	PFD_1	443	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
4702 CAHABA VIEW DR	IRONDALE	35210	VERIFY - CROSS STREETS UNAVAILABLE	IRONDALE FD	IRONDALE_FD	465	1. REX LAKE FD | 2. BIRMINGHAM FD | 3. MOUNTAIN BROOK FD | 4. TRUSSVILLE FD
4702 CALDWELL MILL RD	VESTAVIA HILLS	35243	SHADY WATERS LN / FIVE OAKS LN	VESTAVIA FD/ROCKY RIDGE FD (STATION 2 - AUTOMATIC AID)	VEST_RRFD_2	467	1. HOOVER FD | 2. MOUNTAIN BROOK FD
