630 HART CIR	WARRIOR	35180	CHEYENNE DR / HARTS CIR	WARRIOR FD	WARRIOR_FD	437	1. KIMBERLY FD | 2. CANE CREEK FD | 3. CORNER FD
630 IDLEWILD CIR	BIRMINGHAM	35205	PUBLIC ALY / 6TH ST	BIRMINGHAM FD	0704	469	1. HOMEWOOD FD
630 ISHKOODA RD SW	BIRMINGHAM	35211	24TH ST SW & COLLEGE AVE SW / NABORS RD SW	BIRMINGHAM FD	2501	469	1. MIDFIELD FD
630 JEFFERSON AVE	BESSEMER	35020	7TH ST S & CLARENDON AVE / 6TH ST	BESSEMER FD	BESSEMER_FD	487	1. EASTERN VALLEY FD | 2. BIRMINGHAM FD | 3. HUEYTOWN FD | 4. LIPSCOMB FD | 5. BRIGHTON FD | 6. MCADORY FD | 7. HOOVER FD | 8. MCCALLA FD | 9. INDIAN FORD FD
630 JEFFERSON BLVD	TARRANT	35217	HARMON ST / PUBLIC ALY	TARRANT FD	TARRANT_FD	441	1. BIRMINGHAM FD | 2. FULTONDALE FD
630 JOHNNYS CV	LEEDS	35094	VERIFY - CROSS STREETS UNAVAILABLE	LEEDS FD (BLOUNT COUNTY)	LEEDS_FD	465	1. REX LAKE FD | 2. BIRMINGHAM FD | 3. IRONDALE FD | 4. TRUSSVILLE FD
630 JOHNSON RD	KIMBERLY	35091	STOUTS RD / WILL KEITH RD	KIMBERLY FD	KFD_1	437	1. MORRIS FD | 2. PALMERDALE FD
630 KENNEDY RD	UNINCORPORATED	35071	ROSEDOWN TRCE / LATHAM LN	MOUNT OLIVE FD	MOFD_1	421	1. GARDENDALE FD | 2. BROOKSIDE FD | 3. FORESTDALE FD | 4. KIMBERLY FD | 5. CORNER FD
630 KIMBERLY ESTATES DR	KIMBERLY	35091	VERIFY - CROSS STREETS UNAVAILABLE	KIMBERLY FD	KFD_1	437	1. MORRIS FD | 2. PALMERDALE FD
630 LAKE CREST DR	HOOVER	35226	VALLEY CREST DR / LAKE CREST PKWY	HOOVER FD	HOOVER_FD	487	1. BESSEMER FD | 2. ROCKY RIDGE FD | 3. HELENA FD | 4. INDIAN FORD FD | 5. BIRMINGHAM FD | 6. HOMEWOOD FD | 7. NORTH SHELBY FD | 8. REX LAKE FD
630 LAKE RIDGE DR	TRUSSVILLE	35173	VERIFY - CROSS STREETS UNAVAILABLE	TRUSSVILLE FD (STATION 3)	TRUSS_302	VERIFY - NO BEAT MATCH	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
630 LAKESHORE DR	HOMEWOOD	35209	PUBLIC ALY / ODUM LN	HOMEWOOD FD	HOMEWOOD_FD	469	1. ROCKY RIDGE FD | 2. BIRMINGHAM FD | 3. MOUNTAIN BROOK FD | 4. HOOVER FD
630 LINDEN ST	TRUSSVILLE	35173	STIRLING CIR / TIFFANY DR	TRUSSVILLE FD (STATION 1)	TRUSS_104	VERIFY - NO BEAT MATCH	1. BIRMINGHAM FD | 2. IRONDALE FD
630 LISA LN	BIRMINGHAM	35206	ROEBUCK FOREST DR / WILLOW LN	BIRMINGHAM FD	2701	447	1. IRONDALE FD
630 LLOYD NOLAND PKWY	FAIRFIELD	35064	COURT F & OAKLAND AVE / NOLAND PL	FAIRFIELD FD	FAIRFIELD_FD	494	1. BIRMINGHAM FD | 2. MIDFIELD FD
630 LORETTA DR	UNINCORPORATED	35214	RETTA DR / ROBERTA CIR	FORESTDALE FD	FORESTDALE_FD	417	1. ADAMSVILLE FD | 2. BIRMINGHAM FD | 3. BROOKSIDE FD | 4. GRAYSVILLE FD | 5. MOUNT OLIVE FD | 6. GARDENDALE FD
630 MAPLE ST	FAIRFIELD	35064	OAKLAND AVE / FRANKLIN AVE	FAIRFIELD FD	FAIRFIELD_FD	494	1. BIRMINGHAM FD | 2. MIDFIELD FD
630 MARY VANN LN	UNINCORPORATED	35215	RICHLAND DR / WOODVINE LN	CENTER POINT FD	CPFD_7	439	1. BIRMINGHAM FD | 2. TRUSSVILLE FD
630 MCADORY AVE	BESSEMER	35020	PUBLIC ALY / 7TH ST	BESSEMER FD	BESSEMER_FD	487	1. EASTERN VALLEY FD | 2. BIRMINGHAM FD | 3. HUEYTOWN FD | 4. BRIGHTON FD | 5. LIPSCOMB FD | 6. MCADORY FD | 7. MCCALLA FD | 8. HOOVER FD | 9. INDIAN FORD FD
630 MCCLAIN RD	UNINCORPORATED	35023	ELBERT ST / CHESSER RD	CONCORD FD	CFD_1	498	1. BIRMINGHAM FD | 2. BIRMINGPORT FD | 3. HUEYTOWN FD | 4. WARRIOR RIVER FD
630 MCPHEARSON LN	HUEYTOWN	35023	MCKNIGHT ST / KINGSWOOD DR	HUEYTOWN FD	HUEYTOWN_FD	492	1. PLEASANT GROVE FD | 2. BIRMINGHAM FD | 3. BESSEMER FD | 4. CONCORD FD | 5. ADGER FD
630 MELODY LN	BESSEMER	35020	CASTLEWOOD DR / MELODY DR	BESSEMER FD	BESSEMER_FD	487	1. EASTERN VALLEY FD | 2. HUEYTOWN FD | 3. MCADORY FD | 4. MCCALLA FD | 5. BIRMINGHAM FD | 6. BRIGHTON FD | 7. LIPSCOMB FD | 8. HOOVER FD | 9. INDIAN FORD FD
630 MERMONT CIR	TRUSSVILLE	35173	MERMONT DR	TRUSSVILLE FD (STATION 1)	TRUSS_102	447	1. BIRMINGHAM FD
630 MONTGOMERY HWY	VESTAVIA HILLS	35216	UNNAMED RD / KENTUCKY AVE	VESTAVIA FD	VESTAVIA_FD	469	1. HOMEWOOD FD | 2. ROCKY RIDGE FD | 3. HOOVER FD | 4. MOUNTAIN BROOK FD | 5. BIRMINGHAM FD | 6. REX LAKE FD | 7. IRONDALE FD
630 MORRIS-COBB RD	WALKER COUNTY		VERIFY - CROSS STREETS UNAVAILABLE	CORNER FD/BAGLEY (AUTOMATIC AID)	CORNER/BAGLEY AA	VERIFY - NO BEAT MATCH	1. BAGLEY FD | 2. MOUNT OLIVE FD
630 MULGA LOOP RD	UNINCORPORATED	35224	PUBLIC ALY & TEMPLETON RD / SLAYDEN AVE & TEMPLETON RD	NO FIRE COVERAGE	COUNTY NO FD	VERIFY - NO BEAT MATCH	1. BIRMINGHAM FD | 2. MINOR FD | 3. ADAMSVILLE FD | 4. FORESTDALE FD | 5. FAIRFIELD FD | 6. PLEASANT GROVE FD | 7. MULGA FD | 8. MIDFIELD FD | 9. MAYTOWN FD | 10. HUEYTOWN FD | 11. BROOKSIDE FD | 12. BRIGHTON FD | 13. SYLVAN SPRINGS FD | 14. HOMEWOOD FD | 15. FULTONDALE FD | 16. BESSEMER FD | 17. LIPSCOMB FD | 18. GRAYSVILLE FD | 19. SHADY GROVE FD | 20. CONCORD FD | 21. TARRANT FD | 22. HOOVER FD | 23. MOUNTAIN BROOK FD | 24. MOUNT OLIVE FD | 25. WEST JEFFERSON FD | 26. GARDENDALE FD | 27. ROCKY RIDGE FD | 28. CARDIFF FD | 29. BIRMINGPORT FD | 30. EASTERN VALLEY FD | 31. IRONDALE FD | 32. BAGLEY FD | 33. ADGER FD | 34. REX LAKE FD | 35. MCCALLA FD | 36. MCADORY FD | 37. GLENNWOOD FD | 38. INDIAN FORD FD | 39. HELENA FD | 40. CORNER FD | 41. PALMERDALE FD | 42. MORRIS FD | 43. TRUSSVILLE FD | 44. WARRIOR RIVER FD | 45. KIMBERLY FD | 46. LAKEVIEW FD | 47. WARRIOR FD | 48. CANE CREEK FD | 49. COUNTY LINE FD | 50. ARGO FD
630 OAK ST SW	BESSEMER	35022	7TH AVE & OAK ST / 6TH AVE	BESSEMER FD	BESSEMER_FD	487	1. EASTERN VALLEY FD | 2. HUEYTOWN FD | 3. MCADORY FD | 4. MCCALLA FD | 5. BIRMINGHAM FD | 6. BRIGHTON FD | 7. LIPSCOMB FD | 8. INDIAN FORD FD | 9. HOOVER FD
630 ODUM RD	GARDENDALE	35071	SWANSON ST / BAILEY RD	GARDENDALE FD	GARDENDALE_FD	421	1. FULTONDALE FD | 2. MOUNT OLIVE FD | 3. FORESTDALE FD | 4. BROOKSIDE FD | 5. GLENNWOOD FD | 6. MORRIS FD
630 OLDE TOWNE RD	VESTAVIA HILLS	35216	VESTAVIA PKWY	VESTAVIA FD	VESTAVIA_FD	467	1. ROCKY RIDGE FD | 2. HOOVER FD | 3. HOMEWOOD FD | 4. BIRMINGHAM FD | 5. MOUNTAIN BROOK FD | 6. REX LAKE FD | 7. IRONDALE FD
630 PARSONS DR	HUEYTOWN	35023	CAMBRIDGE RD & PUBLIC ALY / MERRIMONT RD	HUEYTOWN FD	HUEYTOWN_FD	492	1. CONCORD FD | 2. BESSEMER FD | 3. PLEASANT GROVE FD | 4. BIRMINGHAM FD | 5. ADGER FD
630 PECAN ST	WARRIOR	35180	PECAN CIR / MIMOSA ST	WARRIOR FD	WARRIOR_FD	420	1. CANE CREEK FD | 2. KIMBERLY FD | 3. CORNER FD
630 PINEWOOD CT	UNINCORPORATED	35023	PINEWOOD AVE	CONCORD FD	CFD_1	492	1. HUEYTOWN FD | 2. BIRMINGHAM FD | 3. BIRMINGPORT FD | 4. WARRIOR RIVER FD
630 PINEWOOD DR	UNINCORPORATED	35023	PINEWOOD AVE / CREST DR	CONCORD FD	CFD_1	492	1. HUEYTOWN FD | 2. BIRMINGHAM FD | 3. BIRMINGPORT FD | 4. WARRIOR RIVER FD
630 PORTER CREST RD	GRAYSVILLE	35073	7TH ST SW / ARROW LN	GRAYSVILLE FD	GRAYSVILLE FD	425	1. ADAMSVILLE FD | 2. WEST JEFFERSON FD | 3. BROOKSIDE FD | 4. FORESTDALE FD | 5. BAGLEY FD
630 PORTER GREEN PL SE	UNINCORPORATED	35022	PORTER RD SE	INDIAN FORD FD (SHELBY COUNTY)	INDIAN_FORD_FD	488	1. BESSEMER FD | 2. HOOVER FD | 3. HELENA FD | 4. MCADORY FD
630 POWDER PLANT RD	BESSEMER	35022	BESSEMER JOHNS RD / VISIONLAND PKWY	BESSEMER FD	BESSEMER_FD	489	1. HUEYTOWN FD | 2. MCCALLA FD | 3. EASTERN VALLEY FD | 4. MCADORY FD | 5. BRIGHTON FD | 6. BIRMINGHAM FD | 7. LIPSCOMB FD | 8. INDIAN FORD FD | 9. HOOVER FD
630 PRATT HWY	UNINCORPORATED	35214	HEFLIN AVE W / SHERIDAN RD	NO FIRE COVERAGE	COUNTY NO FD	415	1. BIRMINGHAM FD | 2. FORESTDALE FD | 3. ADAMSVILLE FD | 4. MINOR FD | 5. FAIRFIELD FD | 6. PLEASANT GROVE FD | 7. MULGA FD | 8. BROOKSIDE FD | 9. FULTONDALE FD | 10. GRAYSVILLE FD | 11. MAYTOWN FD | 12. MIDFIELD FD | 13. SHADY GROVE FD | 14. SYLVAN SPRINGS FD | 15. HOMEWOOD FD | 16. MOUNT OLIVE FD | 17. GARDENDALE FD | 18. TARRANT FD | 19. HUEYTOWN FD | 20. BRIGHTON FD | 21. CARDIFF FD | 22. LIPSCOMB FD | 23. BESSEMER FD | 24. WEST JEFFERSON FD | 25. CONCORD FD | 26. MOUNTAIN BROOK FD | 27. HOOVER FD | 28. ROCKY RIDGE FD | 29. BIRMINGPORT FD | 30. BAGLEY FD | 31. IRONDALE FD | 32. GLENNWOOD FD | 33. EASTERN VALLEY FD | 34. REX LAKE FD | 35. ADGER FD | 36. CORNER FD | 37. MORRIS FD | 38. PALMERDALE FD | 39. MCCALLA FD | 40. MCADORY FD | 41. INDIAN FORD FD | 42. TRUSSVILLE FD | 43. HELENA FD | 44. KIMBERLY FD | 45. WARRIOR RIVER FD | 46. WARRIOR FD | 47. CANE CREEK FD | 48. LAKEVIEW FD | 49. COUNTY LINE FD | 50. ARGO FD
630 PRESERVE PKWY	HOOVER	35226	LAKE CREST DR & PERSERVE PKWY / GROVE BLVD & PERSERVE PKWY & SULPHUR SPRINGS RD	HOOVER FD	HOOVER_FD	487	1. ROCKY RIDGE FD | 2. BESSEMER FD | 3. BIRMINGHAM FD | 4. HOMEWOOD FD | 5. HELENA FD | 6. NORTH SHELBY FD | 7. INDIAN FORD FD | 8. REX LAKE FD
630 RIDGE RD	BIRMINGHAM	35206	COVINGTON AVE / MOUNTAIN RD & RIDGE TOP CIR	BIRMINGHAM FD	2701	447	1. IRONDALE FD
630 RIDGETOP CIR	BIRMINGHAM	35206	VERIFY - CROSS STREETS UNAVAILABLE	BIRMINGHAM FD	2704	VERIFY - NO BEAT MATCH	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
630 ROYAL ST	BIRMINGHAM	35213	GLADSTONE AVE / CONCORD AVE	BIRMINGHAM FD	2603	465	1. MOUNTAIN BROOK FD
630 SHADES CREST RD	BIRMINGHAM	35226	PUBLIC ALY / PARK AVE	BIRMINGHAM FD	0401	469	1. HOOVER FD | 2. HOMEWOOD FD
630 SOMERSET BLVD	BESSEMER	35020	CASTLEWOOD DR / SKYLINE CIR	BESSEMER FD	BESSEMER_FD	487	1. EASTERN VALLEY FD | 2. HUEYTOWN FD | 3. BIRMINGHAM FD | 4. MCADORY FD | 5. MCCALLA FD | 6. BRIGHTON FD | 7. LIPSCOMB FD | 8. HOOVER FD | 9. INDIAN FORD FD
630 SOUTH 31ST ST	BESSEMER	35020	VERIFY - CROSS STREETS UNAVAILABLE	BESSEMER FD	BESSEMER_FD	490	1. BIRMINGHAM FD | 2. LIPSCOMB FD | 3. BRIGHTON FD | 4. HOOVER FD | 5. HUEYTOWN FD | 6. EASTERN VALLEY FD | 7. MCADORY FD | 8. INDIAN FORD FD | 9. MCCALLA FD
630 SOUTH PARKELL AVE	HUEYTOWN	35023	VERIFY - CROSS STREETS UNAVAILABLE	HUEYTOWN FD	HUEYTOWN_FD	489	1. CONCORD FD | 2. PLEASANT GROVE FD | 3. BIRMINGHAM FD | 4. BESSEMER FD | 5. ADGER FD
630 SUMMIT PL	BIRMINGHAM	35243	SUMMIT BLVD / SUMMIT DR	ROCKY RIDGE FD/BIRMINGHAM FD (AUTOMATIC AID)	MUTUAL_RESP_RRFD_BFD	VERIFY - NO BEAT MATCH	1. MOUNTAIN BROOK FD | 2. REX LAKE FD | 3. HOOVER FD | 4. IRONDALE FD
630 WADE RD	UNINCORPORATED	35118	BIRMINGPORT RD / ALLIANCE RD	UNINCORPORATED FD	BIRMINGPORT_FD_1	VERIFY - NO BEAT MATCH	1. SYLVAN SPRINGS FD | 2. BIRMINGPORT FD | 3. CONCORD FD | 4. BIRMINGHAM FD | 5. WEST JEFFERSON FD | 6. WARRIOR RIVER FD
630 WENA AVE	HOMEWOOD	35209	EDGELAND PL & PUBLIC ALY / PUBLIC ALY	HOMEWOOD FD	HOMEWOOD_FD	469	1. BIRMINGHAM FD | 2. HOOVER FD | 3. ROCKY RIDGE FD | 4. MOUNTAIN BROOK FD
630 WEST BLVD	BIRMINGHAM	35206	93RD ST N / PUBLIC ALY	BIRMINGHAM FD	2911	441	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
630 WILLOW BEND LN	UNINCORPORATED	35023	BAHIA LN & PARK RD / MILL CREEK RD	CONCORD FD	CFD_1	489	1. HUEYTOWN FD | 2. BIRMINGHAM FD | 3. BIRMINGPORT FD | 4. WARRIOR RIVER FD
630 WINWOOD DR	VESTAVIA HILLS	35226	GREENMONT DR / DONNA DR	VESTAVIA FD	VESTAVIA_FD	469	1. HOOVER FD | 2. ROCKY RIDGE FD | 3. HOMEWOOD FD | 4. BIRMINGHAM FD | 5. MOUNTAIN BROOK FD | 6. REX LAKE FD | 7. IRONDALE FD
630 WRIGHT AVE	HUEYTOWN	35023	PUBLIC ALY / MERRIMONT RD	HUEYTOWN FD	HUEYTOWN_FD	492	1. BESSEMER FD | 2. CONCORD FD | 3. PLEASANT GROVE FD | 4. BIRMINGHAM FD | 5. ADGER FD
630 YELLOWBIRD LN	HUEYTOWN	35023	W HARLEM AVE / CARDINAL CIR	HUEYTOWN FD	HUEYTOWN_FD	492	1. PLEASANT GROVE FD | 2. BIRMINGHAM FD | 3. CONCORD FD | 4. BESSEMER FD | 5. ADGER FD
6300 10TH ST S	LIPSCOMB	35020	AVENUE M / AVENUE L	LIPSCOMB FD	LIPSCOMB_FD	490	1. BIRMINGHAM FD | 2. BESSEMER FD
6300 2ND AVE N	BIRMINGHAM	35212	63RD ST N / 64TH ST N	BIRMINGHAM FD	1206	VERIFY - NO BEAT MATCH	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
6300 2ND AVE S	BIRMINGHAM	35212	PUBLIC ALY / 62ND ST S	BIRMINGHAM FD	1204	465	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
6300 4TH CT N	BIRMINGHAM	35212	4TH CT & PUBLIC ALY / 4TH AVE N & 6TH PL N & UNIVERSITY AVE	BIRMINGHAM FD	1205	441	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
6300 7TH ST S	LIPSCOMB	35020	AVENUE L / AVENUE N	LIPSCOMB FD	LIPSCOMB_FD	490	1. BIRMINGHAM FD | 2. BESSEMER FD
6300 AMBER HILLS RD	IRONDALE	35173	JONES INDUSTRIAL DR / FLOYD BRADFORD RD	IRONDALE FD	IRONDALE_FD	447	1. BIRMINGHAM FD | 2. TRUSSVILLE FD | 3. REX LAKE FD | 4. MOUNTAIN BROOK FD
6300 AUGUSTA LN	UNINCORPORATED	35022	OAKMONT CIR / PEBBLE BEACH CIR	MCADORY FD	MCADORY_FD_1	VERIFY - NO BEAT MATCH	1. BESSEMER FD | 2. EASTERN VALLEY FD | 3. HELENA FD | 4. INDIAN FORD FD
6300 AVENUE G	LIPSCOMB	35020	VERIFY - CROSS STREETS UNAVAILABLE	LIPSCOMB FD	LIPSCOMB_FD	490	1. BIRMINGHAM FD | 2. BESSEMER FD
6300 AVENUE K	LIPSCOMB	35020	VERIFY - CROSS STREETS UNAVAILABLE	LIPSCOMB FD	LIPSCOMB_FD	490	1. BIRMINGHAM FD | 2. BESSEMER FD
6300 BALL PARK RD	UNINCORPORATED	35117	SWANN RD / PATTON RD	MOUNT OLIVE FD	MOFD_1	421	1. GARDENDALE FD | 2. BROOKSIDE FD | 3. FORESTDALE FD | 4. CORNER FD | 5. KIMBERLY FD
6300 BENTLEY WALK	CLAY	35126	SHADOW LAKE RD	CENTER POINT FD	CPFD_6	448	1. PALMERDALE FD | 2. TRUSSVILLE FD
6300 BIBBY BRICKYARD RD	UNINCORPORATED	35062	JEWEL DR / SNOWVILLE BRENT RD	BAGLEY FD	BAGLEY_FD_1	419	1. GRAYSVILLE FD | 2. WEST JEFFERSON FD
6300 BLUEGILL CV	TRUSSVILLE	35173	WYNWOOD RD	TRUSSVILLE FD (STATION 3)	TRUSS_304	444	1. ARGO FD
6300 CATHWICK CT	UNINCORPORATED	35111	CATHWICK DR	MCADORY FD	MCADORY_FD_1	486	1. BESSEMER FD | 2. EASTERN VALLEY FD | 3. HELENA FD | 4. INDIAN FORD FD
6300 COLONY PARK DR	UNINCORPORATED	35243	CAHABA RIVER RD & OLD 280 CT		E102_R111	467	1. ROCKY RIDGE FD | 2. BIRMINGHAM FD | 3. HOOVER FD | 4. MOUNTAIN BROOK FD
6300 COLONY WOODS DR	UNINCORPORATED	35243	VERIFY - CROSS STREETS UNAVAILABLE		E102_R111	VERIFY - NO BEAT MATCH	1. ROCKY RIDGE FD | 2. BIRMINGHAM FD | 3. HOOVER FD | 4. MOUNTAIN BROOK FD
6300 COUNTRY VALE LN	CLAY	35126	COUNTRY VALE DR / HEATON MNR	CENTER POINT FD	CPFD_6	448	1. TRUSSVILLE FD | 2. PALMERDALE FD
6300 COVE LN	UNINCORPORATED	35111	CARROLL COVE PKWY	MCADORY FD	MCADORY_FD_2	486	1. BESSEMER FD
6300 CREST CLUB CIR	BIRMINGHAM	35212	CREST GREEN RD	BIRMINGHAM FD	2602	465	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
6300 DEERFOOT PKWY	UNINCORPORATED	35173	JONATHANS WAY / PLYMOUTH ROCK DR	TRUSSVILLE FD (STATION 4)	TRUSS_403	444	1. BIRMINGHAM FD
6300 DONALDSON DR	HUEYTOWN	35023	VIRGINIA LN	HUEYTOWN FD	HUEYTOWN_FD	489	1. BESSEMER FD | 2. ADGER FD | 3. CONCORD FD | 4. PLEASANT GROVE FD | 5. BIRMINGHAM FD
6300 EARLY DR	UNINCORPORATED	35023	WHITE DR / PLEASANT GROVE RD	CONCORD FD	CFD_1	489	1. HUEYTOWN FD | 2. BIRMINGHAM FD | 3. BIRMINGPORT FD | 4. WARRIOR RIVER FD
6300 FOREST LN	PINSON	35126	EMERALD LN / EMERALD LAKE DR W	PALMERDALE FD (STATION 2)	PFD_1	443	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
6300 GEORGIA RD	BIRMINGHAM	35212	BRUSSELS AVE / 69TH ST S	BIRMINGHAM FD	1208	447	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
6300 GOODHOPE DR	HUEYTOWN	35023	VIRGINIA LN	HUEYTOWN FD	HUEYTOWN_FD	489	1. BESSEMER FD | 2. ADGER FD | 3. CONCORD FD | 4. PLEASANT GROVE FD | 5. BIRMINGHAM FD
6300 GOODWIN RD	PINSON	35126	LEA ANNE CIR / TYLER LOOP RD	CENTER POINT FD	CPFD_4	443	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
6300 GRAND RIVER BLVD E	LEEDS	35094	VERIFY - CROSS STREETS UNAVAILABLE	LEEDS FD (BLOUNT COUNTY)	LEEDS_FD	447	1. BIRMINGHAM FD | 2. IRONDALE FD | 3. REX LAKE FD | 4. TRUSSVILLE FD
6300 HANNAH DR	UNINCORPORATED	35117	GRAHAM LN / 10TH ST W	MOUNT OLIVE FD	MOFD_1	421	1. GARDENDALE FD | 2. BROOKSIDE FD | 3. FORESTDALE FD | 4. CORNER FD | 5. KIMBERLY FD
6300 HARNESS WAY	CLAY	35126	HARNESS LN / CANTERBURY RUN	CENTER POINT FD/TRUSSVILLE  FD (AUTOMATIC AID - STRUCTURE FIRES ONLY)	CPFD6_AA	448	1. HOOVER FD
6300 HUNTERS CREEK DR	TRUSSVILLE	35173	SMITH SIMS RD / DEER RUN LN	TRUSSVILLE FD (STATION 2)	TRUSS_201	447	1. IRONDALE FD | 2. BIRMINGHAM FD
6300 KIDRON PL	TRUSSVILLE	35173	KIDRON DR	TRUSSVILLE FD (STATION 4)	TRUSS_401	444	1. BIRMINGHAM FD
6300 LAKEWOOD TRL	UNINCORPORATED	35126	WOODHAVEN DR / WEDGEWOOD RD	PALMERDALE FD (STATION 2)	PFD_1	443	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
6300 LETSON FARMS RD	UNINCORPORATED	35022	LETSON FARMS PKWY / LETSON FARMS CV	MCADORY FD	MCADORY_FD_1	486	1. BESSEMER FD | 2. EASTERN VALLEY FD | 3. HELENA FD | 4. INDIAN FORD FD
6300 LOU GEORGE LOOP	UNINCORPORATED	35022	LOIS AVE / LOVELESS PARK LOOP	MCADORY FD	MCADORY_FD_1	488	1. BESSEMER FD | 2. EASTERN VALLEY FD | 3. HELENA FD | 4. INDIAN FORD FD
6300 MOUNTAIN FOREST DR	UNINCORPORATED	35111	MOUNTAIN FOREST TRL / ROCK MOUNTAIN LAKE RD	MCCALLA FD	MCCALLA_FD_1	489	1. BESSEMER FD | 2. MCADORY FD | 3. LAKEVIEW FD
6300 MOUNTAINSIDE TRL	UNINCORPORATED	35126	TREELINE TER / SAGEWOOD CIR	PALMERDALE FD (STATION 2)	PFD_1	443	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
6300 OLD MILL CIR	UNINCORPORATED	35094	VERIFY - CROSS STREETS UNAVAILABLE	REX LAKE FD (SHELBY COUNTY)	REX_LAKE_FD	465	1. BIRMINGHAM FD | 2. HOOVER FD | 3. IRONDALE FD
6300 OLD TUSCALOOSA HWY	UNINCORPORATED	35111	VERIFY - CROSS STREETS UNAVAILABLE	MCCALLA FD	MCCALLA_FD_2	486	1. MCADORY FD | 2. BESSEMER FD | 3. LAKEVIEW FD
6300 OVERLOOK DR	UNINCORPORATED	35022	LETSON FARMS DR / MATTHEWS TRL	MCADORY FD	MCADORY_FD_1	486	1. BESSEMER FD | 2. EASTERN VALLEY FD | 3. HELENA FD | 4. INDIAN FORD FD
6300 PINE ST	PINSON	35126	ECHO DR / OAK DR	CENTER POINT FD	CPFD_3	445	1. BIRMINGHAM FD | 2. PALMERDALE FD | 3. GLENNWOOD FD | 4. FULTONDALE FD
6300 POCAHONTAS RD	UNINCORPORATED	35022	UNNAMED RD / ECHOLS DR	MCADORY FD	MCADORY_FD_1	488	1. BESSEMER FD | 2. EASTERN VALLEY FD | 3. HELENA FD | 4. INDIAN FORD FD
6300 RANSOM RD	IRONDALE	35210	LAKEVIEW DR / 9TH ST	IRONDALE FD	IRONDALE_FD	447	1. TRUSSVILLE FD | 2. BIRMINGHAM FD | 3. REX LAKE FD | 4. MOUNTAIN BROOK FD
6300 RED HAWK CIR	TRUSSVILLE	35173	ROUNDSTONE DR	TRUSSVILLE FD (STATION 4)	TRUSS_403	444	1. BIRMINGHAM FD
6300 ROCK MOUNTAIN LAKE RD	UNINCORPORATED	35111	MCASHAN DR / KNOLL CIR	MCCALLA FD	MCCALLA_FD_1	VERIFY - NO BEAT MATCH	1. BESSEMER FD | 2. MCADORY FD | 3. LAKEVIEW FD
6300 SNOWVILLE BRENT RD	UNINCORPORATED	35062	PETERSON RD / HENDERSON DR	WEST JEFFERSON FD	WEST_JEFFERSON_FD	419	1. BAGLEY FD | 2. ADAMSVILLE FD | 3. GRAYSVILLE FD | 4. BIRMINGHAM FD | 5. SHADY GROVE FD | 6. BIRMINGPORT FD
6300 STOKER DR	HUEYTOWN	35023	VIRGINIA LN	HUEYTOWN FD	HUEYTOWN_FD	489	1. BESSEMER FD | 2. ADGER FD | 3. CONCORD FD | 4. PLEASANT GROVE FD | 5. BIRMINGHAM FD
6300 STONEHAVEN LN	UNINCORPORATED	35126	COBBLESTONE DR / STONEY BROOK CIR	CENTER POINT FD	CPFD_6	443	1. PALMERDALE FD | 2. TRUSSVILLE FD
6300 TIMBERWOLF TRL	UNINCORPORATED	35242	SADDLE CREEK PKWY	REX LAKE FD (SHELBY COUNTY)	REX_LAKE_FD	465	1. HOOVER FD | 2. BIRMINGHAM FD | 3. IRONDALE FD
6300 TYLER LOOP RD	PINSON	35126	KNOB KNOSTER RD / FLAGSTONE LN	CENTER POINT FD	CPFD_4	445	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
6300 WALNUT DR	CLAY	35126	CAMBRIDGE RD / WALNUT CV	CENTER POINT FD/TRUSSVILLE  FD (AUTOMATIC AID - STRUCTURE FIRES ONLY)	CPFD6_AA	448	1. HOOVER FD
6300 WARRIOR RIVER RD	UNINCORPORATED	35023	ROBERTS LN / JUSTICE DR	CONCORD FD	CFD_1	489	1. BIRMINGHAM FD | 2. HUEYTOWN FD | 3. BIRMINGPORT FD | 4. WARRIOR RIVER FD
6300 WATERSIDE CV	HOOVER	35244	WATERSIDE DR	HOOVER FD	HOOVER_FD	487	1. BESSEMER FD | 2. INDIAN FORD FD | 3. ROCKY RIDGE FD | 4. HELENA FD | 5. BIRMINGHAM FD | 6. HOMEWOOD FD | 7. NORTH SHELBY FD | 8. REX LAKE FD
6300 WYNWOOD CIR	TRUSSVILLE	35173	WYNWOOD RD	TRUSSVILLE FD (STATION 3)	TRUSS_304	444	1. ARGO FD
